conf,precision,recall,F1,F2,TP,FP,FN
0.1,0.7485226135442977,0.8662769052576424,0.803106324502253,0.8398525228327595,62825,21107,9698
0.11,0.762999585961665,0.8639466100409525,0.8103413713051519,0.8416753982966605,62656,19462,9867
0.12,0.7749755111656685,0.8618093570315624,0.8160891024469223,0.842919989966041,62501,18148,10022
0.13,0.7850479056240321,0.8597824138549149,0.820717341230668,0.8437184556139198,62354,17073,10169
0.14,0.7935746456230782,0.857631372116432,0.8243605036447978,0.8440058729499632,62198,16179,10325
0.15,0.8010947020551482,0.8556733725852488,0.827485048704221,0.8441706841950614,62056,15408,10467
0.16,0.8089947850635856,0.8534809646594873,0.8306426721419273,0.8441965832249053,61897,14614,10626
0.17,0.8151360342164666,0.8514402327537471,0.8328927135881734,0.8439229728436907,61749,14004,10774
0.18,0.8216854607326349,0.8490134164334073,0.8351259341643045,0.8434033646826125,61573,13362,10950
0.19,0.8277186880737655,0.846641755029439,0.8370732904351619,0.8427882384914611,61401,12780,11122
0.2,0.833644020518961,0.8447940653309984,0.8391820074512383,0.8425402588115571,61267,12226,11256
0.21,0.8384737809730264,0.8426706010507011,0.84056695252701,0.8418278793756095,61113,11773,11410
0.22,0.8432831691933164,0.8406436578740537,0.8419613448511589,0.8411702374250803,60966,11330,11557
0.23,0.8477979003722448,0.8384926161355708,0.8431195840554592,0.8403372957196831,60810,10917,11713
0.24,0.8522498981469774,0.8364794616880162,0.844291042698881,0.8395866837543907,60664,10517,11859
0.25,0.8565969371868543,0.834521462156833,0.8454151155562694,0.8388450599590846,60522,10132,12001
0.26,0.8604796990123844,0.832549673896557,0.8462843046561825,0.8379896797044365,60379,9790,12144
0.27,0.8637504481893151,0.8304262096162597,0.8467605871435803,0.8368837492391965,60225,9500,12298
0.28,0.8672933090762078,0.8282475904195911,0.8473208680993927,0.8357729233337973,60067,9191,12456
0.29,0.870643295253045,0.8259724501192726,0.8477197947992217,0.8345361025818208,59902,8900,12621
0.3,0.8735117741699576,0.8234904788825614,0.8477639059428077,0.833031116268949,59722,8648,12801
0.31,0.8766786429496997,0.820939564000386,0.8478940435076725,0.8315130557200477,59537,8375,12986
0.32,0.8798416276172965,0.8181266632654468,0.8478625883294394,0.8297671790740866,59333,8103,13190
0.33,0.882191535685526,0.8157136356741999,0.8476511846168174,0.8281954360912782,59158,7900,13365
0.34,0.8850635116062581,0.8128042138356107,0.8473962264150944,0.826296489427913,58947,7655,13576
0.35,0.8877288934550069,0.8101843553079713,0.8471858756695575,0.8245902099472326,58757,7431,13766
0.36,0.8902841332340109,0.8074955531348675,0.846871339532328,0.8227981487673904,58562,7217,13961
0.37,0.8923335626385386,0.8048756946072281,0.8463512592614073,0.8209683634921394,58372,7043,14151
0.38,0.8946243174652003,0.8020076389559174,0.8457880731143392,0.8189644248071708,58164,6851,14359
0.39,0.8969866745082259,0.7991533720336996,0.8452485124256213,0.8169746690912165,57957,6656,14566
0.4,0.8990398829808754,0.7966438233388029,0.8447501937332769,0.8152135570261461,57775,6488,14748
0.41,0.9012044041410202,0.7934172607310784,0.8438829085149445,0.8128614656115002,57541,6308,14982
0.42,0.9031902149927495,0.7901217544778898,0.8428809931821692,0.810412518102824,57302,6142,15221
0.43,0.9052402716942805,0.7865228961846586,0.8417161618770059,0.8077082106121709,57041,5971,15482
0.44,0.9070964853369151,0.7822070239785999,0.8400352433344933,0.8043558403992853,56728,5810,15795
0.45,0.9088641411052818,0.7787184755181115,0.838772918662419,0.801677880930074,56475,5663,16048
0.46,0.9108324682065922,0.7742509272920315,0.8370065066221464,0.7981890032410304,56151,5497,16372
0.47,0.9127329192546584,0.7699764212732513,0.8352991331533324,0.7948398961488534,55841,5339,16682
0.48,0.9145220285365934,0.76535719702715,0.8333170691428271,0.7911661240756472,55506,5188,17017
0.49,0.9162487129239048,0.7607379727810488,0.8312829128276216,0.7874686702482971,55171,5043,17352
0.5,0.9179232006433454,0.7554706782675841,0.8288115209778308,0.7831922922980159,54789,4899,17734
0.51,0.9198309382924768,0.7502171724832122,0.8264108815019025,0.7789441132509836,54408,4742,18115
0.52,0.9218045882834903,0.7446327372006122,0.8238004073009069,0.774400876458374,54003,4581,18520
0.53,0.9237044063119773,0.7385381189415772,0.8208079198210072,0.7693843603570474,53561,4424,18962
0.54,0.9254725535328172,0.7318230078733643,0.8173341238613702,0.763786553073912,53074,4274,19449
0.55,0.9272801030036862,0.7249286433269445,0.8137130475158644,0.7580113556081652,52574,4123,19949
0.56,0.9289694588319343,0.7171931663058616,0.8094589652408706,0.7514548575193162,52013,3977,20510
0.57,0.9309501819959798,0.7088509852046937,0.8048597194388778,0.7443681529510907,51408,3813,21115
0.58,0.9325222050943258,0.7006742688526398,0.800141715545408,0.7373383558145474,50815,3677,21708
0.59,0.9343443753027537,0.6915047640059016,0.7947890995823989,0.7294205942414317,50150,3524,22373
0.6,0.9366738103817779,0.6809977524371579,0.7886307385229541,0.7203218024671911,49388,3339,23135
0.61,0.9387286139110956,0.6703114873902073,0.7821316236153457,0.7109699951444668,48613,3173,23910
0.62,0.9403737471200992,0.658480757828551,0.7745770684313822,0.7004767143381005,47755,3028,24768
0.63,0.942714518628852,0.6457951270631386,0.7665051880462177,0.6892101491289773,46835,2846,25688
0.64,0.9451622874806801,0.6324062711139914,0.7577820368779327,0.6772253017420862,45864,2661,26659
0.65,0.9469078919558693,0.6177626408173958,0.7477156470872935,0.6639182468598662,44802,2512,27721
0.66,0.9493698344866482,0.6034637287481213,0.7378901047023316,0.6508948782091132,43765,2334,28758
0.67,0.951260917152494,0.5872206058767563,0.7261705828189476,0.6358907128629491,42587,2182,29936
0.68,0.9538642713649064,0.5695986100961075,0.7132694466027799,0.6195129559476783,41309,1998,31214
0.69,0.9567571452528689,0.5506666850516387,0.6990128124343625,0.6017484698628527,39936,1805,32587
0.7,0.9594732518483483,0.5314589854253133,0.6840293183310558,0.5835198008859606,38543,1628,33980
0.71,0.9620976116303219,0.5110103001806323,0.6674891708617382,0.5638868939661362,37060,1460,35463
0.72,0.9645825411483514,0.48969292500310246,0.6496007901884928,0.543177021198495,35514,1304,37009
0.73,0.9667207561135309,0.46823766253464416,0.6308964235949837,0.5220789683259588,33958,1169,38565
0.74,0.9699795451810853,0.44463135832770295,0.6097554057503758,0.49864537199693204,32246,998,40277
0.75,0.972705506783719,0.42014257545881994,0.5868191972883445,0.473994841592075,30470,855,42053
0.76,0.9758654729890731,0.3952952856335232,0.5626692836113837,0.4486820317464292,28668,709,43855
0.77,0.9788373278939316,0.37054451691187623,0.5375836442381747,0.4231355457162112,26873,581,45650
0.78,0.9818885933343765,0.3461108889593646,0.511810943346213,0.39760055250019005,25101,463,47422
0.79,0.9839915966386554,0.32291824662520857,0.4862597718094329,0.3730423202885069,23419,381,49104
0.8,0.9859661912789903,0.2983743088399542,0.4581136868847253,0.3467355042158191,21639,308,50884
0.81,0.9894277063582667,0.27486452573666287,0.43021474047696123,0.3212684414274157,19934,213,52589
0.82,0.991487285148837,0.25214070019166335,0.40204032275795354,0.2963359100264152,18286,157,54237
0.83,0.9940305635148042,0.22960991685396356,0.3730495659479138,0.27134309290714503,16652,100,55871
0.84,0.9950406665344178,0.207492795389049,0.3433813294388791,0.24651475189620436,15048,75,57475
0.85,0.9962244595795084,0.18555492740234134,0.3128407202055073,0.22162384716732544,13457,51,59066
0.86,0.9974857525980556,0.1641134536629759,0.28185424190397257,0.1970373215373613,11902,30,60621
0.87,0.9979965655409273,0.14424389504019414,0.25205710499367506,0.17401704738267448,10461,21,62062
0.88,0.9984125184261254,0.1214097596624519,0.21649332448181752,0.14728464325501567,8805,14,63718
0.89,0.9988600740951838,0.09665899094080499,0.17626129920418399,0.1179697755040221,7010,8,65513
0.9,0.9993913572732805,0.06792327951132744,0.1272013634250891,0.08348558238227109,4926,3,67597
0.91,0.9996405463695184,0.038346455607186684,0.0738596374742713,0.047477754938984,2781,1,69742
0.92,0.999054820415879,0.014574686651131366,0.028730242861608298,0.018152155246436544,1057,1,71466
0.93,1.0,0.002357872674875557,0.004704652378463147,0.0029456045035019967,171,0,72352
0.94,1.0,9.652110364987658e-05,0.00019302357645112366,0.00012064846828151768,7,0,72516
0.95,0.0,0.0,0.0,0.0,0,0,72523
